country,port,berth,cargo_category,cargo_type,max_draft,max_loa,max_beam
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Petroleum Products,12.68,202,48.5
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Dry Bulk,Grain,14.53,216.7,41.8
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,Minerals,9.02,183,35
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Dry Bulk,Dry Bulk,13.23,339,42.8
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,General Cargo,10.01,230.6,31.5
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,6.66,235.3,24.6
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,Live Cattle,10.51,175.1,30.1
United States,Port of Long Beach,Pier T / Pier G / Pier E,Dry Bulk,Steel Products,14.79,225.3,39.4
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Timber,8.39,265.9,38.4
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Breakbulk,8.45,247.2,43.4
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,7.16,169.5,26.1
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Liquid Bulk,Crude Oil,11.68,289.4,56.9
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Petroleum Products,13.27,251.6,34.9
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,Metals,8.24,246.4,34.9
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,7.07,140.2,22.7
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Timber,7.48,274,36.8
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,6.96,138.8,21.8
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Furniture,6.55,219.4,28.2
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Livestock,9.12,186.6,36.5
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Timber,9.32,188.9,29.8
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Fertilizers,11.72,194.2,43.9
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Liquid Bulk,Crude Oil,14.09,220.3,32.7
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Liquid Bulk,Petrochemicals,12.55,206.7,29.8
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Coal,9.43,188.2,31.7
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Dry Bulk,Dry Bulk,13.56,255.3,59.9
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Coal,12.86,247.4,40.6
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,12.54,294.1,48
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,General Cargo,11.21,138.2,32.6
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Forest Products,13.44,292.5,37.8
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Textiles,8.65,149.7,21.3
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,10.95,214.8,31.9
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Liquid Bulk,Crude Oil,15.02,203.6,48.7
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Cement,10.02,220.2,33.5
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,Live Cattle,11.7,247.3,38.9
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Magnetite,10.54,186.9,33
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Potash,10.61,182,43.6
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Livestock,10.15,224.2,31.7
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Breakbulk,9.65,185.8,41.4
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,8.47,155.2,27.5
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Dry Bulk,Grain,12.15,184.4,44
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Agricultural Produce,6.39,123.6,18.3
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Steel,10.72,326.5,31.6
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,9.69,156.7,26.1
United States,Port of Long Beach,Pier T / Pier G / Pier E,Liquid Bulk,Petroleum,15.31,315.5,39.9
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Coal,11.77,170,39.7
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Potash,10.98,171.7,33.6
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Potash,14.4,253.9,42.6
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Wood,8.07,178.8,21.5
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Liquid Bulk,Crude Oil,15.81,242.8,54.4
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Timber,5.68,94.2,19.6
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Fish,8.03,99.8,22.6
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Spodumene,12.89,235.6,40.8
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,8.83,204.4,30.9
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Dry Bulk,General Cargo,15.67,246.9,50
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Petroleum Products,12.04,243.8,39
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,Vehicles,8.2,224.7,30.6
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,7.68,160.1,19.2
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,Live Cattle,11.72,200.9,35
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Dry Bulk,Metals,14.03,193.9,34.3
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Fish,6.94,160.5,21.6
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Crude Oil,13.48,252.9,32.7
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Petroleum Products,13.23,258,40.7
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Furniture,8.84,135.7,28.8
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,6.11,106.3,22
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,6.59,148.5,27.8
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Alumina,12.29,280.8,35.6
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Textiles,6.64,208,22.8
United States,Port of Long Beach,Pier T / Pier G / Pier E,Liquid Bulk,Petroleum,12.67,224.2,56.8
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Sugar,9.39,169.8,27.4
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,11.07,272.3,35.5
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,6.73,152.7,25.4
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,13.74,241.2,47.7
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,General Cargo,7.92,217,24.7
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Crude Oil,13.23,269.9,45.4
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Timber,14.87,225.5,37.3
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,9.55,216.3,22.4
United States,Port of Long Beach,Pier T / Pier G / Pier E,Dry Bulk,Steel Products,11.81,396.6,51
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,General Cargo,9.82,147.8,25.7
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,9.98,196.3,23.3
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Coal,11.85,233.4,35.3
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Liquid Bulk,Crude Oil,13.7,337.3,47.9
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Metals,8.23,175.3,30.6
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Dry Bulk,Rubber,7.42,188.9,25.2
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,10,230,30.4
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Fish,6.88,125.4,23.2
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,Live Cattle,12.4,229.2,29
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Agricultural Produce,4.87,90.6,25
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Metals,10.08,263.6,39.8
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,14.19,322.9,42.2
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,6.74,207.4,24
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,11.82,195.5,46
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Fish,8.24,157.2,20.1
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Liquid Bulk,Palm Oil,9.98,160.4,25.3
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,General Cargo,13.1,272.5,37
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Dry Bulk,Grain,14.19,170.7,42.7
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Magnetite,12.85,231.3,29.7
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Coal,13.87,175.9,32.7
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Sugar,10.81,149.8,33.1
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Dry Bulk,Rubber,7.7,150.7,29
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Dry Bulk,Coal,14.58,179.8,40.7
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,13.04,298.5,43.6
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Refrigerated Cargo,9.7,167.4,34.4
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Dry Bulk,Grain,13.49,204.3,37.6
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Petroleum,13.35,239.4,48.7
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Dry Bulk,Coal,10.89,188.2,41.6
United States,Port of Long Beach,Pier T / Pier G / Pier E,Liquid Bulk,Petroleum,10.83,255.8,48.6
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,9.83,298.7,38.7
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Petroleum Products,13.03,275.9,47.3
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Coal,13.5,150.6,30.6
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Textiles,7.79,205.5,27.3
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Dry Bulk,Rubber,9.23,187.5,34.6
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Wood,8.55,170.9,26.8
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Dry Bulk,Fertilizers,15.76,285.3,37.2
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,General Cargo,11.09,210.7,27.1
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Alumina,10.1,175.7,36.1
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,General Cargo,9.78,231.9,30.2
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,13.96,228.5,39.9
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,9.74,325.8,40.4
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Agricultural Produce,6.22,146.3,21.3
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Crude Oil,13.97,230.8,47.8
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,11.55,343.2,37.1
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,9.72,134.8,26.8
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Fertilizers,11.16,168.3,23.5
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Liquid Bulk,Oil,10.82,193.9,35.4
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Dry Bulk,Grain,11.62,167,39.1
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,10.61,227.6,29.8
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,12,285.7,45.2
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,Minerals,10.24,277.9,32.2
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Liquid Bulk,Crude Oil,13.08,270.8,45.9
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Agricultural Produce,4.69,116.7,24.2
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,8.38,203.7,29.6
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,Grain,10.03,211.6,39.5
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Iron Ore,15.02,223.8,46.5
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Coal,12.39,172.3,38.8
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,General Cargo,11.96,181.4,24.1
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Metals,10.45,196.2,37.9
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,13.74,335.9,41.4
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Fish,7.27,149.4,24
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Wood,9.55,123,27.5
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,9.42,310.2,33.9
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,12.31,232,37.6
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,10.29,359.4,48.8
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,13.72,215.9,33.2
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,11.57,333.1,42.9
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Alumina,13.37,296,42.4
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Timber,8.63,186.6,30.5
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,General Cargo,12.87,205.2,33.7
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Fertilizers,10.57,273.1,37.9
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Petroleum,10.17,231.6,37.8
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Sugar,13.01,144.4,39.6
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,12.25,308.5,49.7
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Timber,10.21,181.6,34.7
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Fish,7.39,148.3,19.3
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Dry Bulk,Rubber,8.68,197.1,31.2
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Metals,9.01,295.3,27.6
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,Minerals,8.94,266.2,39.7
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,8.1,140.4,26.4
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,6.92,145.5,31.4
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Petroleum,9.56,293,47.4
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Cement,9.55,155.6,33.7
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Fertilizers,9.92,165.6,24.4
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Liquid Bulk,Crude Oil,15.43,265.5,59.7
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Spodumene,14.63,273.5,49
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,General Cargo,10.73,262.5,32.4
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Livestock,10.63,253.8,36.1
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Breakbulk,9.09,231,34.6
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Dry Bulk,Fertilizers,14,264.4,46.3
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Alumina,11.75,246.5,45.4
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,6.4,152.4,18.8
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Liquid Bulk,Petrochemicals,11.93,192.3,39.9
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,Live Cattle,9.96,215.4,32.9
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Potash,12.24,187.6,43.7
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Bulk Grain,10.59,282.9,41.4
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Tobacco,7.02,182.6,31.6
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Petroleum Products,14.15,291.2,45.9
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Liquid Bulk,Crude Oil,11.9,223.6,36.2
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,General Cargo,12.33,256.4,30
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Chemicals,13.65,266.7,49.9
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,General Cargo,9.89,143.5,23.7
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Coal,9.8,186.2,31.1
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Fertilizers,11.59,192.4,24.6
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Dry Bulk,Fertilizers,14.54,184,38.6
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,9.16,205.9,23.8
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,11.42,276.9,37.3
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Liquid Bulk,Oil,14,235.2,38.6
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Coal,11.87,235.8,45.3
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,8.31,186.1,25.7
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Magnetite,10.19,234.8,27.2
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Fertilizers,11.76,162.7,33.8
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Grain,12.69,269.7,43.7
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,General Cargo,7.67,213.5,29.9
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,Minerals,8.95,219.6,35.6
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Copra,5.87,129.1,19.1
United States,Port of Long Beach,Pier T / Pier G / Pier E,Liquid Bulk,Petroleum,13.38,321.6,50.8
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,12.27,246.5,37.4
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Liquid Bulk,Petrochemicals,12.73,282.2,40.3
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Metals,12.97,230.3,36
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Agricultural Produce,6.16,129.5,20.7
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Coal,10.76,165.8,33.2
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,8.24,133.5,22.6
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Dry Bulk,Grain,12.18,241.5,34.3
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Dry Bulk,Grain,9.68,173.3,40.9
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,9.73,242.8,43.2
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Apatite Concentrate,11.3,255,31.4
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Chemicals,12.98,236.8,35.5
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,13.79,238,41.4
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Tobacco,7.61,186.7,24.3
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Petroleum,13.51,198.6,39.3
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,14.7,207.4,37.1
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Dry Bulk,General Cargo,13.39,237.4,46
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Liquid Bulk,Crude Oil,12.15,190.7,43.7
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Wood,9.12,130.6,24.5
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,General Cargo,12.89,214,44.2
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Sugar,13.14,256.1,32.5
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Liquid Bulk,Oil,10.07,278,38.9
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Liquid Bulk,Crude Oil,11.54,217.3,47.6
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Manganese,16.5,265.7,48.8
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Magnetite,12.72,185.1,30.1
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,6.22,136.5,24.5
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,9.93,143.9,21.9
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Petroleum Products,11.95,246.4,42.1
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Grain,10.92,231.5,30.2
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Timber,10.45,223.5,32.1
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Coal,10.21,294.7,47.5
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Dry Bulk,Grain,11.88,248.7,38
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Project Cargo,14.16,236.3,43.1
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Cement,10.78,237.8,26.1
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Dry Bulk,Grain,13.03,186.1,39.6
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,9.47,147.3,29.2
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,9.13,263.1,32.7
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,7.15,217.7,27.9
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Dry Bulk,Grain,13.37,236.8,44.1
United States,Port of Long Beach,Pier T / Pier G / Pier E,Dry Bulk,Steel Products,14.48,286.2,51.4
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,7.39,121.4,24.7
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,8.72,239,28.1
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,General Cargo,8.88,271,27
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Petroleum,11.45,286.8,35.7
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Dry Bulk,Grain,13.49,229.7,43.7
United States,Port of Long Beach,Pier T / Pier G / Pier E,Liquid Bulk,Petroleum,14.22,331.5,40.9
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,14.47,237.9,48.9
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Livestock,8.51,223.1,41.9
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Dry Bulk,Grain,9.57,232.5,38.7
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Dry Bulk,Rubber,7.17,195.7,22.8
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Bulk Grain,15.02,275.3,38.4
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Livestock,8.77,173.6,43.9
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Liquid Bulk,Oil,13.28,247.8,31.4
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Project Cargo,10.62,338.8,50.7
Mozambique,Port of Pemba,Main Pier,Dry Bulk,General Cargo,8.39,141.6,19.3
